?postURL;?datePost;?threadURL;?threadTitle;?parentThread;?contentPost;?creatorPost;?sexe;?age;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-medicamenteuse-sujet_164131_1.htm#post_0>;"""2015-08-15""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-medicamenteuse-sujet_164131_1.htm>;Mon IVG médicamenteuse;IVG;"Bonjour, je voulais apporter mon témoignage. J'ai 28 ans, je suis en couple depuis 6 ans et une situation stable. Je suis tombée enceinte alors que je porte un stérilet. Je fais partie des 0,02% de \""veinardes\"". Impossible de le garder. Pourquoi? Simplement parce que je n'ai pas envie d'un enfant maintenant. J'en veux sans doute, un jour, mais plus tard, pour le moment aucune envie et de très nombreux projets à réaliser. Pour moi, pour mon chéri et pour mon futur enfant que j'aurais un jour, je lui souhaite d'être intensément désiré et non d'être le produit regretté d'une grossesse sous stérilet, à un moment où je ne suis pas prête pour l'accepter dans ma vie. Mon chéri, qui rêve d'avoir des enfants, a tout de suite été d'accord avec moi, me disant qu'il veut qu'on ait des enfants \""quand je serais prête\"", et que c'est \""ma décision\"". Bref, tout commence fin juillet, une intuition que quelque chose s'est passé dans mon corps. Je me \""sens\"" enceinte. Mon copain croit que je psychote. Je n'ai aucun symptôme de grossesse mais un sentiment bizarre. Ah, si, mes seins doublent de volume, mais est-ce un indice suffisant? J'attends quelques jours mes règles. Elles n'arrivent pas, juste un léger saignement qui s'arrête rapidement. Vendredi 31 juillet, je fais un test de grossesse qui est très clair: je suis enceinte. et là, boom, je panique. Je pleure un peu, j'envoie des sms désesperés à mes meilleures amies et à mon chéri. Je panique totalement. Puis je sèche mes larmes, je contacte de nombreux hôpitaux et gynécologues, tous semblent en congés, je craque. Je finis par décrocher un RDV pour le mardi 11 août d'après, soit une semaine plus tard... Pendant une semaine, beaucoup d'inquiétudes et de questions me traversent: des calculs infinis pour déterminer de quand datent mes dernières règles, de combien de temps est ma grossesse. Des questions: Et si j'oubliais quelque chose? Et si ça n'était pas possible? Et si c'était trop tard? J'ai tellement peur d'être obligée de garder cette grossesse non désirée... J'ai aussi peur de ce que je vais devoir traverser, honte du regard des autres, peur de me confier à de nombreux médecins qui me jugeraient. Je ne culpabilise pas. Pour moi, il ne s'agit que d'un petit tas de cellules et pas d'un être vivant, c'est comme ça. Je pense que l'épreuve est bien pire pour toutes celles qui vivent des fausses couches, et je pense très fort à elles, mais pour moi il n'y avait aucun lien entre cet embryon et moi. Mon chéri et mes proches amies ont tout fait pour m'accompagner et dédramatiser la situation. Tout allait bien se passer, ils étaient là pour moi. Le 8 août, Je fais une prise de sang: 26000 au test béta HCG. Ma grossesse est bien d'environ 5 semaines, je respire, cela correspond à mes prévisions et ça veut dire que je suis dans les temps... Le 11 août, Je rencontre la gynécologue, je lui assure que je souhaite, depuis une semaine, faire l'IVG, que ma décision est ferme et claire, que je suis sure de moi. (J'avais oublié qu'il fallait un papier attestant du respect d'un délai de 7 jours car j'étais persuadée que l'assemblée l'avait supprimé... Mais je préfère faire une IVG médicamenteuse maintenant qu'une IVG chirurgicale plus tard... La gynéco a accepté d'antidater la fiche au 31 juillet, date à laquelle je l'avais appelé, étant donnée que j'étais sure de moi et très calme. Un conseil les filles: dès que vous savez que vous êtes enceinte, filez vite vous faire un papier... Et si vous avez oublié, no stress, les médecins peuvent comprendre et ils peuvent accepter de vous permettre de faire une IVG médicamenteuse malgré votre oubli de papier, comme ce fut mon cas.) Elle me fait une échographie, effectivement, je suis enceinte mais d'un peu moins de 5 semaines. elle semble désolée car il va bien, elle qui soigne à longueur de journée des femmes qui ont des problèmes de stérilité, et moi qui tombe enceinte malgré mon stérilet... La nature est mal faite, je pense à ces femmes très souvent... Elle me dit qu'il n'y a aucun soucis pour l'IVG médicamenteuse, elle m'explique la procédure que je connais déjà par coeur d'avoir lu de nombreux témoignages sur le net. Elle m'informe qu'il va me falloir être courageuse, mais me dit que \""tout ira bien\"". (et je pense que c'est ce qu'il faut retenir: tout ira bien.) 11 août, Je prend les premiers cachets en face d'elle. 12 août, Je pars travailler, je vomis toute la journée, je suis au plus mal, je ne sais pas si ce sont les cachets ou ma grossesse, sans doute un peu des deux. Je suis aussi très très stressée par l'idée de prendre les seconds cachets le lendemain, j'angoisse à l'idée de douleurs, de complications, etc... 13 août, Je suis chez moi, avec mon chéri, première prise de médicaments (cytotec) à 9h, directement avec un anti douleur. Je souffre immédiatement de violentes contractions, comme si on m’empoignait mon utérus pour le tordre dans tous les sens. Je vomis. dommage pour l'anti-douleur... Paniquée, j'appelle mon gynécologue qui me rassure, me conseille de me mettre un nouveau cachet de cytotec dans le vagin, puis un dernier à 12h, dans le vagin, elle me dit que tout ira bien. Je met donc un cachet dans mon vagin (je ne savais même pas que ça pourrait marcher). De nouveaux des violentes douleurs qui me tordent dans tous les sens. Il paraît qu'il faut marcher, moi, je n'en ai pas eu le courage, je suis restée allongée sur le ventre, sur mon canapé, en me levant de temps à autres pour aller vomir. Je commence à saigner beaucoup, à perdre des morceaux, mais ça me soulage beaucoup car ça signifie que ça fonctionne. Heureusement, le sang ne me dégoutte pas. Je crois que j'ai vu le petit sac qui contient l'embryon, un \""débris\"" plus gros que les autres, d'une consistance un peu différente. Mais comment en être sure? Néanmoins, vers 13h/14h, toute la douleur s'arrête, subitement, aussi brusquement qu'elle était arrivée, et à la place un grand sentiment de bien être. Je m'endors, épuisée. Je me réveille la tête libre: pour la première fois depuis des semaines, je me sens bien, libérée, je n'ai plus de nausée, plus de grosse fatigue insurmontable, plus de mal de ventre, je n'ai mal nulle part. C'est terminé. Les douleurs que je viens de ressentir me semblent alors bien lointaines et pour tout dire je comprend ce qu'elle voulait dire quand elle disait \""tout ira bien\"". Elle avait raison. Le 20 août, J'ai un RDV pour une échographie de contrôle. Afin de vérifier que \""tout est bien parti\"". Si ce n'est pas le cas, j'irais à l'hôpital pour un curetage. Mais je n'ai plus peur. Je suis complétement sereine. Bref à toutes celles qui lisent ces lignes en prévisions d'une IVG, comme je l'ai fait, je tiens à vous le dire, sincèrement: tout ira bien. Vous aurez sans doute mal (ou pas, car ça dépend de toutes les femmes), mais au final tout ira bien. Je pense à toutes celles qui vivent des fausses couches, qui ont rêvé de leur futur bébé et qui le voulaient, je leur souhaite beaucoup de courage. Je pense à toutes celles qui rêvent d'avoir un enfant et n'y parviennent pas, de même je leur souhaite beaucoup de courage. Enfin cette expérience m'a fait beaucoup penser à toutes celles qui se sont battues pour que l'on puisse faire nos IVG dans de bonnes conditions, pour qu'on puisse nous dire \""tout ira bien\"" en nous donnant des cachets. Et un jour, quand je le voudrais vraiment, quand je serais prête, je fonderai une famille. J'espère que mon témoignage rassurera celles qui vont passer par là.";<http://club.doctissimo.fr/marmilla/>;female;"""1987-04-17""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/pleine-sujet_159221_1.htm#post_0>;"""2010-10-06""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/pleine-sujet_159221_1.htm>;En pleine ivg;IVG;Bonjour, Je viens de prendre les 3 premiers medicaments je suis au plus mal, vomissement diarhee fièvre, baisse de tension  es ce normal??? J'ai du mal du coup a m'occuper de mon bout de chou de 6 mois...;<http://club.doctissimo.fr/lilou83190/>;female;"""1987-12-29""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sexualite-sujet_161491_1.htm#post_0>;"""2012-04-10""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sexualite-sujet_161491_1.htm>;sexualité;IVG;Je voulais savoir combien de temps vit un spermatozoïde sur le sexe de l'homme, car avec mon ami lors de carresse il a éjaculé sur moi, donc pas de pénétration, mais le lendemain matin il a voulu me pénétrer cela n'a duré que quelques secondes et très peu profond car j'avais peur, donc pas éjaculation. y a t il un risque avec les éventuels spermatozoïdes de la veille?? Merci pour votre réponse;<http://club.doctissimo.fr/napauli/>;female;"""1967-06-07""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-sujet_161708_1.htm#post_0>;"""2012-06-11""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-sujet_161708_1.htm>;avortement;IVG;bonjour j'ai 14 ans et je suis enceinte de quelque jour je voudrais avorter comment faire ?!;<http://club.doctissimo.fr/lisette59210/>;female;"""1997-11-25""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sais-aidez-sujet_162880_1.htm#post_0>;"""2013-08-05""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sais-aidez-sujet_162880_1.htm>;Je ne sais quoi faire aidez moi!;IVG;Bonjour J ai un gros soucis. j ai un rapport avec un homme rencontré sur un site de discussion. on avait passé une soirée agréable et voila on a mis un préservatif celui ci a cassé durant le rapport. premiere fois que cela m arrive. des le lendemain je suis allée a la pharmacie pour la pilule du lendemain. mais ce matin je fais un test et les deux test m indiquent etre enceinte. J ai un fils de 14ans. je suis celib et je rêve d etre a nouveau maman. mais j ai aussi 39ans. et je sais que le temps m est compté. j ai eu que mon fils car j ai toujours fait attention. je ne voulais pas d enfant sans avoir de pere et j ai tellement fait attention que maintenant j ai l amour de ma vie mon fils et pas d autre enfant. mais avoir un enfant sans pere. j ai le num du pere de ce petit qui pousse en moi. je ne l ai pas prévenu encore faut dire qu apres cette soirée on ne sait pas rappelé non plus. je suis perdue.. qu est ce qui est le mieux a faire? je compte passer a l hopital demain matin a la premiere heure de consultation. mais j aimerais tellement avoir un avis. merci;<http://club.doctissimo.fr/jude36/>;female;"""1974-03-24""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/seins-explications-temoignages-sujet_163610_1.htm#post_0>;"""2014-10-02""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/seins-explications-temoignages-sujet_163610_1.htm>;les seins après ivg. explications, témoignages?;IVG;Bonjours, j'ai fais un (une) ivg il y a 2-3 ans. Avant mm d'être enceinte je faisais du 90C pour 53kg. Après 1 mois de grossesse et avant l'ivg je faisais du 95C, pour un poids inconnu mais probablement inférieure à 53kg. Après l'ivg (je ne sais plus combien de temps après) je me suis retrouvée les seins entre 2 tailles ^^' c'est à dire que les 90C n'était pas bien rempli, mais le B déborde un peu. Et je pesais 48-50kg. Et aujourd'hui mes seins ne reprennent plus leur forme peu importe mon poids. J'aimerai savoir si c'est normal, si j'ai un pb hormonal ou autre, si ça va revenir (au bout de 2 ans    ) ? J'ai pris la pilule pendant 3 mois après l'ivg Et je l'ai repris 1 an plus tard pendant 4 mois. (Le pb c'est que les Gyneco ne me font pas de prescription longue durée et payer 80€ pour une un boîte de pilule ça me fait un peu c***r) Au passage est ce que vous savez si le généralistes peuvent prescrire la pilule? En espérant que qqn pourra répondre à mes questions, merci d'avance.;<http://club.doctissimo.fr/tit-kiwi6/>;female;"""1993-10-15""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-3mois-sujet_161686_1.htm#post_0>;"""2012-06-04""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-3mois-sujet_161686_1.htm>;avortement a 3mois dg;IVG;bonjour j'ai une amie qui est enceinte de 3mois environ et ayant deja eu un enfant sans pere et etant toujours celibataire elle se voit pas en avoir 2 d'un pere different et assumé seule surtout qu'elle n'arrive pas a assumer son fils et sa vie. ou peut elle avorter apres 3 mois car en france impossible donc j'ai besoin de vos experiences positives comme négative. merci;<http://club.doctissimo.fr/safia5522/>;female;"""1989-06-05""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/medecin-gyne-odieux-sujet_158246_1.htm#post_0>;"""2010-02-26""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/medecin-gyne-odieux-sujet_158246_1.htm>;medecin gyne odieux;IVG;Je viens pour témoigné pour quelqu un que je connais enceinte voulant avorter mais tomber sur un sale medecin qui la fait pleuré a etait ignoble comme si elle s en fouté d avorter il a était trés dur il la juger sur son choix, mais ce fouter de savoir pk elle fait sa! es ce deja arrivé a quelqu un ? merci;<http://club.doctissimo.fr/karen487/>;female;"""1984-05-23""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/doute-sujet_164135_1.htm#post_0>;"""2015-08-18""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/doute-sujet_164135_1.htm>;je doute;IVG;Bonjour , je viens d'apprendre hier que je suis enceinte de 11 semaines et 3 jours , une grossesse très avancé ..un choix à faire pas facile en peu de temps , j'ai donc besoin d'en parler et avoir des avis extérieur. Je me suis séparé de mon ami il y'a 2 semaines car notre relation de 4 ans était devenu très conflictuels , nous ne vivons pas ensemble , moi de mon côté je vis avec mes 3 enfants issue d'une première union , je suis seule à me préoccuper et à m'occuper de ces 3 enfants, le papa vit à seulement 20 km pourtant mais n'appel jamais , aucun courrier son dvh lui a été supprimé en mars et aucune réaction de sa part depuis . mon ex ami vit chez lui a 30 km de nous avec sa plus grande fille de 12 ans qui vit avec lui , la petite est la ts les 15 jours .. Le  soucis est qu'il ne travaille pas , pas de revenu stable , on est déjà pas arriver à partir en vacances, ni à trouver un logement décent pour nous tous avec cinq enfants alors avec six , sa me paraît compliqué .. Pas facile de faire un choix en si peu de temps . dois je gardée ce bébé ?? Ma tête me dit non ,mais le coeur me dit oui ..;<http://club.doctissimo.fr/leanama-vie/>;female;"""1984-08-19""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/retombe-enceinte-aspiration-sujet_158666_1.htm#post_0>;"""2010-05-19""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/retombe-enceinte-aspiration-sujet_158666_1.htm>;Peut on retombé enceinte après une ivg par aspiration ?;IVG;Je me suis fais avorté en sept 2009 par aspiration. Ce mois ci j ai essayé de refaire un bébé mai apparement ca na pas marché  a cose de l' ivg. J'ai fais un test de grossesse au bout du 22 ème jour et mes règles doivent arrivés au 27 ème jour c est a dire dimanche 23 mai. je pense que l' ivg par aspiration rend stérile mais pas l' ivg par médicament. Si je suis devenue stérile a cose a d'une ivg, je suis condamné a faire ma vie toute seule.;<http://club.doctissimo.fr/jennyfer44/>;female;"""1980-09-05""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sondage-ivg-sujet_163341_1.htm#post_0>;"""2014-04-09""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sondage-ivg-sujet_163341_1.htm>;Sondage IVG;IVG;Pouvez-vous svp répondre à ce sondage c'est pour mon collège merci d'avance. https://app.evalandgo.com/s/?id=JTk3bCU5QXElOUQ=&a=JTk3cCU5NmwlOUE=;<http://club.doctissimo.fr/latifash/>;female;"""1999-11-15""^^<http://www.w3.org/2001/XMLSchema#date>";;;
